reference_text,label
Taylor M.K. 2013 Understanding the brain MIT.,notAPA
"J.A. Smith, ""Modern economics"", MIT Press, 2015.",notAPA
"J.A. Smith, ""Understanding the brain"", MIT Press, 2022.",notAPA
"2011. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"Smith, J. A. (2001). The evolution of technology. Springer.",APA
"Taylor, M. K. (2012). Modern economics. Cambridge University Press.",APA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2012.",notAPA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2017.",notAPA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2019.",notAPA
"Brown, L. (2005). Understanding the brain. Cambridge University Press.",APA
"Taylor, M. K. (2013). Modern economics. Harvard University Press.",APA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2020.",notAPA
"2011. Modern economics. Brown, L.. Oxford Press.",notAPA
Brown L. 2014 Understanding the brain Oxford Press.,notAPA
"Brown, L. (2021). The evolution of technology. Oxford University Press.",APA
"Johnson, P. R. (2012). Understanding the brain. Springer.",APA
"L. Brown, ""Modern economics"", MIT Press, 2008.",notAPA
Smith J.A. 2018 Understanding the brain MIT.,notAPA
Smith J.A. 2015 Understanding the brain Oxford Press.,notAPA
"J.A. Smith, ""Understanding the brain"", MIT Press, 2013.",notAPA
"2011. Understanding the brain. Smith, J.A.. MIT.",notAPA
"Johnson, P. R. (2009). Understanding the brain. Springer.",APA
"2013. Modern economics. Smith, J.A.. MIT.",notAPA
"2015. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"2019. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"J.A. Smith, ""Understanding the brain"", MIT Press, 2008.",notAPA
"Brown, L. (2003). Artificial intelligence in healthcare. Springer.",APA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2019.",notAPA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2002.",notAPA
"Lee, H. W. (2000). Artificial intelligence in healthcare. Oxford University Press.",APA
"Brown, L. (2017). Climate change and its effects. Harvard University Press.",APA
"L. Brown, ""Modern economics"", MIT Press, 2021.",notAPA
"Smith, J. A. (2021). Climate change and its effects. Harvard University Press.",APA
"Brown, L. (2004). Artificial intelligence in healthcare. Springer.",APA
Taylor M.K. 2019 Understanding the brain MIT.,notAPA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2003.",notAPA
"Johnson, P. R. (2001). The evolution of technology. Cambridge University Press.",APA
"2015. Modern economics. Brown, L.. MIT.",notAPA
"Brown, L. (2003). The evolution of technology. Cambridge University Press.",APA
Brown L. 2022 Modern economics MIT.,notAPA
"Lee, H. W. (2003). Artificial intelligence in healthcare. Harvard University Press.",APA
"2000. Understanding the brain. Brown, L.. MIT.",notAPA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2019.",notAPA
"Johnson, P. R. (2019). Modern economics. MIT Press.",APA
"2009. Understanding the brain. Brown, L.. MIT.",notAPA
"Lee, H. W. (2006). Understanding the brain. Oxford University Press.",APA
"2009. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2019.",notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2015.",notAPA
"Smith, J. A. (2015). Artificial intelligence in healthcare. Oxford University Press.",APA
"2013. Modern economics. Brown, L.. Oxford Press.",notAPA
"Lee, H. W. (2005). Artificial intelligence in healthcare. Springer.",APA
"Lee, H. W. (2011). Modern economics. MIT Press.",APA
"Taylor, M. K. (2013). Artificial intelligence in healthcare. Harvard University Press.",APA
"Lee, H. W. (2012). The evolution of technology. Harvard University Press.",APA
Taylor M.K. 2013 Modern economics MIT.,notAPA
"Lee, H. W. (2018). Modern economics. Springer.",APA
"Lee, H. W. (2013). Modern economics. Springer.",APA
"Lee, H. W. (2018). Modern economics. Cambridge University Press.",APA
"2010. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"Smith, J. A. (2014). Climate change and its effects. Harvard University Press.",APA
"Brown, L. (2007). Understanding the brain. Oxford University Press.",APA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2012.",notAPA
"Brown, L. (2022). Climate change and its effects. Oxford University Press.",APA
Brown L. 2004 Modern economics MIT.,notAPA
Brown L. 2006 Modern economics MIT.,notAPA
Smith J.A. 2004 Understanding the brain MIT.,notAPA
"Smith, J. A. (2010). Modern economics. Cambridge University Press.",APA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2013.",notAPA
Taylor M.K. 2010 Modern economics MIT.,notAPA
"2009. Understanding the brain. Brown, L.. MIT.",notAPA
Brown L. 2021 Understanding the brain Oxford Press.,notAPA
"Taylor, M. K. (2020). Artificial intelligence in healthcare. Oxford University Press.",APA
Brown L. 2018 Modern economics Oxford Press.,notAPA
"Lee, H. W. (2022). The evolution of technology. Cambridge University Press.",APA
"Brown, L. (2015). Climate change and its effects. Cambridge University Press.",APA
Smith J.A. 2000 Understanding the brain MIT.,notAPA
"2007. Modern economics. Brown, L.. MIT.",notAPA
"Brown, L. (2013). Climate change and its effects. Oxford University Press.",APA
"Smith, J. A. (2022). Artificial intelligence in healthcare. Oxford University Press.",APA
"2021. Modern economics. Smith, J.A.. Oxford Press.",notAPA
Smith J.A. 2018 Understanding the brain Oxford Press.,notAPA
"2012. Understanding the brain. Brown, L.. MIT.",notAPA
"2001. Understanding the brain. Brown, L.. MIT.",notAPA
"2005. Modern economics. Brown, L.. MIT.",notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2023.",notAPA
"2021. Understanding the brain. Smith, J.A.. MIT.",notAPA
"Johnson, P. R. (2006). Artificial intelligence in healthcare. Springer.",APA
Brown L. 2006 Understanding the brain MIT.,notAPA
"Smith, J. A. (2018). Understanding the brain. Harvard University Press.",APA
"Brown, L. (2014). The evolution of technology. Springer.",APA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2006.",notAPA
"Smith, J. A. (2020). Understanding the brain. Oxford University Press.",APA
Taylor M.K. 2011 Modern economics Oxford Press.,notAPA
Smith J.A. 2006 Understanding the brain MIT.,notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2009.",notAPA
"Lee, H. W. (2003). Artificial intelligence in healthcare. MIT Press.",APA
Taylor M.K. 2008 Modern economics Oxford Press.,notAPA
Taylor M.K. 2012 Understanding the brain MIT.,notAPA
"Johnson, P. R. (2017). Climate change and its effects. MIT Press.",APA
"Brown, L. (2016). Artificial intelligence in healthcare. MIT Press.",APA
Brown L. 2007 Modern economics MIT.,notAPA
"Smith, J. A. (2001). Artificial intelligence in healthcare. Cambridge University Press.",APA
Taylor M.K. 2014 Understanding the brain MIT.,notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2008.",notAPA
"Lee, H. W. (2023). Understanding the brain. Oxford University Press.",APA
"Smith, J. A. (2007). Understanding the brain. MIT Press.",APA
"Taylor, M. K. (2013). Understanding the brain. Springer.",APA
"Johnson, P. R. (2005). Modern economics. Cambridge University Press.",APA
"Lee, H. W. (2011). Artificial intelligence in healthcare. Cambridge University Press.",APA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2006.",notAPA
"L. Brown, ""Modern economics"", MIT Press, 2023.",notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2015.",notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2008.",notAPA
"Johnson, P. R. (2022). The evolution of technology. Harvard University Press.",APA
"Taylor, M. K. (2009). Understanding the brain. Oxford University Press.",APA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2005.",notAPA
"Smith, J. A. (2011). Artificial intelligence in healthcare. Oxford University Press.",APA
"Johnson, P. R. (2012). Climate change and its effects. Springer.",APA
Smith J.A. 2003 Understanding the brain MIT.,notAPA
"Lee, H. W. (2004). Understanding the brain. Springer.",APA
Smith J.A. 2001 Modern economics MIT.,notAPA
Brown L. 2011 Modern economics MIT.,notAPA
"Smith, J. A. (2006). Artificial intelligence in healthcare. Cambridge University Press.",APA
"2019. Modern economics. Brown, L.. MIT.",notAPA
Taylor M.K. 2009 Understanding the brain MIT.,notAPA
"Johnson, P. R. (2018). The evolution of technology. Springer.",APA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2013.",notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2001.",notAPA
"2001. Modern economics. Smith, J.A.. Oxford Press.",notAPA
"Smith, J. A. (2005). Climate change and its effects. Harvard University Press.",APA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2018.",notAPA
"Brown, L. (2021). Climate change and its effects. Cambridge University Press.",APA
"M.K. Taylor, ""Modern economics"", MIT Press, 2012.",notAPA
"Taylor, M. K. (2001). Understanding the brain. MIT Press.",APA
"M.K. Taylor, ""Modern economics"", MIT Press, 2010.",notAPA
"2019. Understanding the brain. Brown, L.. MIT.",notAPA
"Smith, J. A. (2023). Artificial intelligence in healthcare. Cambridge University Press.",APA
"2011. Modern economics. Brown, L.. MIT.",notAPA
"Smith, J. A. (2016). The evolution of technology. MIT Press.",APA
"Lee, H. W. (2010). Understanding the brain. Springer.",APA
"Taylor, M. K. (2014). Climate change and its effects. MIT Press.",APA
"Johnson, P. R. (2008). Climate change and its effects. Harvard University Press.",APA
"Taylor, M. K. (2000). Artificial intelligence in healthcare. Harvard University Press.",APA
"2006. Understanding the brain. Brown, L.. MIT.",notAPA
"Lee, H. W. (2014). The evolution of technology. Oxford University Press.",APA
Brown L. 2006 Modern economics Oxford Press.,notAPA
"2018. Understanding the brain. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2009). Modern economics. Cambridge University Press.",APA
"Brown, L. (2012). Understanding the brain. Harvard University Press.",APA
"Lee, H. W. (2023). The evolution of technology. MIT Press.",APA
"Smith, J. A. (2012). Understanding the brain. Springer.",APA
"Smith, J. A. (2003). Modern economics. MIT Press.",APA
"L. Brown, ""Understanding the brain"", MIT Press, 2009.",notAPA
"Smith, J. A. (2014). Artificial intelligence in healthcare. Oxford University Press.",APA
"2009. Modern economics. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2022). Modern economics. Cambridge University Press.",APA
Taylor M.K. 2009 Modern economics MIT.,notAPA
"Taylor, M. K. (2012). Climate change and its effects. Harvard University Press.",APA
"2007. Understanding the brain. Smith, J.A.. MIT.",notAPA
"Brown, L. (2018). Modern economics. Harvard University Press.",APA
Smith J.A. 2006 Modern economics MIT.,notAPA
"Johnson, P. R. (2004). The evolution of technology. Springer.",APA
"M.K. Taylor, ""Understanding the brain"", MIT Press, 2015.",notAPA
"Johnson, P. R. (2021). Understanding the brain. Cambridge University Press.",APA
"2014. Understanding the brain. Brown, L.. MIT.",notAPA
Smith J.A. 2011 Understanding the brain MIT.,notAPA
"Brown, L. (2004). Modern economics. Springer.",APA
"2017. Modern economics. Brown, L.. Oxford Press.",notAPA
"2013. Modern economics. Smith, J.A.. MIT.",notAPA
"Smith, J. A. (2010). Climate change and its effects. Harvard University Press.",APA
"Smith, J. A. (2021). Artificial intelligence in healthcare. Springer.",APA
"Taylor, M. K. (2014). The evolution of technology. MIT Press.",APA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2014.",notAPA
"Lee, H. W. (2012). Understanding the brain. Oxford University Press.",APA
"Smith, J. A. (2012). The evolution of technology. Cambridge University Press.",APA
"2016. Modern economics. Smith, J.A.. MIT.",notAPA
"Johnson, P. R. (2009). The evolution of technology. Harvard University Press.",APA
Brown L. 2001 Understanding the brain MIT.,notAPA
"2004. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2007.",notAPA
"Lee, H. W. (2015). Understanding the brain. Cambridge University Press.",APA
"Lee, H. W. (2012). Climate change and its effects. Springer.",APA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2007.",notAPA
"Smith, J. A. (2015). The evolution of technology. Cambridge University Press.",APA
Brown L. 2007 Understanding the brain MIT.,notAPA
"Taylor, M. K. (2003). Artificial intelligence in healthcare. Springer.",APA
"J.A. Smith, ""Modern economics"", MIT Press, 2003.",notAPA
"Taylor, M. K. (2015). The evolution of technology. Springer.",APA
"Taylor, M. K. (2007). Climate change and its effects. Oxford University Press.",APA
"Taylor, M. K. (2003). Understanding the brain. Oxford University Press.",APA
"Johnson, P. R. (2007). Climate change and its effects. Cambridge University Press.",APA
"M.K. Taylor, ""Modern economics"", MIT Press, 2001.",notAPA
"2020. Modern economics. Brown, L.. MIT.",notAPA
"2002. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"J.A. Smith, ""Modern economics"", Oxford University Press, 2010.",notAPA
Smith J.A. 2020 Understanding the brain Oxford Press.,notAPA
"Taylor, M. K. (2006). Artificial intelligence in healthcare. Cambridge University Press.",APA
"Taylor, M. K. (2009). Modern economics. Cambridge University Press.",APA
Smith J.A. 2018 Understanding the brain Oxford Press.,notAPA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2006.",notAPA
Brown L. 2004 Understanding the brain Oxford Press.,notAPA
"Johnson, P. R. (2004). Climate change and its effects. MIT Press.",APA
Taylor M.K. 2002 Modern economics Oxford Press.,notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2007.",notAPA
"Johnson, P. R. (2003). Artificial intelligence in healthcare. Cambridge University Press.",APA
"Brown, L. (2016). Artificial intelligence in healthcare. Harvard University Press.",APA
"Smith, J. A. (2022). Artificial intelligence in healthcare. Harvard University Press.",APA
"Brown, L. (2006). Artificial intelligence in healthcare. Oxford University Press.",APA
"Brown, L. (2011). The evolution of technology. Springer.",APA
"Taylor, M. K. (2001). The evolution of technology. Springer.",APA
"Smith, J. A. (2002). Modern economics. MIT Press.",APA
"Smith, J. A. (2011). Understanding the brain. Oxford University Press.",APA
"Johnson, P. R. (2003). Artificial intelligence in healthcare. Cambridge University Press.",APA
"L. Brown, ""Modern economics"", Oxford University Press, 2022.",notAPA
"Lee, H. W. (2011). Modern economics. Harvard University Press.",APA
"2007. Modern economics. Smith, J.A.. MIT.",notAPA
"Brown, L. (2012). The evolution of technology. Harvard University Press.",APA
"Smith, J. A. (2014). Climate change and its effects. Cambridge University Press.",APA
"Lee, H. W. (2004). Modern economics. Oxford University Press.",APA
Smith J.A. 2015 Understanding the brain MIT.,notAPA
"Lee, H. W. (2022). Climate change and its effects. Harvard University Press.",APA
"Brown, L. (2017). Modern economics. Oxford University Press.",APA
"Lee, H. W. (2003). Understanding the brain. Springer.",APA
"2019. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"2012. Modern economics. Brown, L.. MIT.",notAPA
"Lee, H. W. (2023). Climate change and its effects. Springer.",APA
"L. Brown, ""Understanding the brain"", MIT Press, 2006.",notAPA
"Smith, J. A. (2002). Understanding the brain. MIT Press.",APA
Taylor M.K. 2002 Modern economics Oxford Press.,notAPA
"2016. Modern economics. Smith, J.A.. Oxford Press.",notAPA
"Taylor, M. K. (2023). Climate change and its effects. Springer.",APA
"Taylor, M. K. (2007). Modern economics. Harvard University Press.",APA
"2013. Modern economics. Smith, J.A.. Oxford Press.",notAPA
"2021. Modern economics. Brown, L.. Oxford Press.",notAPA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2007.",notAPA
Brown L. 2016 Modern economics Oxford Press.,notAPA
"Johnson, P. R. (2018). Climate change and its effects. Harvard University Press.",APA
"Smith, J. A. (2018). Modern economics. Harvard University Press.",APA
Brown L. 2014 Modern economics Oxford Press.,notAPA
"Johnson, P. R. (2002). Artificial intelligence in healthcare. Harvard University Press.",APA
"L. Brown, ""Modern economics"", Oxford University Press, 2002.",notAPA
Taylor M.K. 2007 Modern economics Oxford Press.,notAPA
"2017. Modern economics. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2013). Modern economics. Cambridge University Press.",APA
Brown L. 2002 Understanding the brain Oxford Press.,notAPA
Taylor M.K. 2013 Modern economics Oxford Press.,notAPA
Taylor M.K. 2009 Understanding the brain MIT.,notAPA
"Smith, J. A. (2020). Modern economics. MIT Press.",APA
"2018. Modern economics. Brown, L.. Oxford Press.",notAPA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2005.",notAPA
"Johnson, P. R. (2018). Climate change and its effects. Harvard University Press.",APA
"Johnson, P. R. (2012). Modern economics. Springer.",APA
"Lee, H. W. (2002). Climate change and its effects. Cambridge University Press.",APA
"Brown, L. (2005). Climate change and its effects. Springer.",APA
"Taylor, M. K. (2006). Artificial intelligence in healthcare. Oxford University Press.",APA
"Brown, L. (2010). Understanding the brain. Springer.",APA
"M.K. Taylor, ""Modern economics"", MIT Press, 2020.",notAPA
"J.A. Smith, ""Understanding the brain"", MIT Press, 2005.",notAPA
"2009. Modern economics. Smith, J.A.. MIT.",notAPA
"J.A. Smith, ""Modern economics"", MIT Press, 2022.",notAPA
Brown L. 2023 Modern economics MIT.,notAPA
"Brown, L. (2015). Artificial intelligence in healthcare. MIT Press.",APA
"Lee, H. W. (2005). Understanding the brain. Cambridge University Press.",APA
"Lee, H. W. (2004). Modern economics. Springer.",APA
"M.K. Taylor, ""Modern economics"", MIT Press, 2004.",notAPA
"L. Brown, ""Modern economics"", Oxford University Press, 2004.",notAPA
"Taylor, M. K. (2007). Understanding the brain. Oxford University Press.",APA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2013.",notAPA
"M.K. Taylor, ""Understanding the brain"", Oxford University Press, 2007.",notAPA
"Johnson, P. R. (2023). Artificial intelligence in healthcare. Springer.",APA
"Smith, J. A. (2000). The evolution of technology. Harvard University Press.",APA
"Smith, J. A. (2013). Modern economics. Springer.",APA
"Smith, J. A. (2011). The evolution of technology. Oxford University Press.",APA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2004.",notAPA
"Brown, L. (2012). Artificial intelligence in healthcare. Harvard University Press.",APA
"Brown, L. (2015). Understanding the brain. Oxford University Press.",APA
Taylor M.K. 2016 Modern economics MIT.,notAPA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2005.",notAPA
"L. Brown, ""Understanding the brain"", MIT Press, 2016.",notAPA
"Johnson, P. R. (2005). Understanding the brain. Springer.",APA
"Taylor, M. K. (2013). Understanding the brain. MIT Press.",APA
"2023. Modern economics. Brown, L.. MIT.",notAPA
"Johnson, P. R. (2006). The evolution of technology. MIT Press.",APA
"Lee, H. W. (2003). Artificial intelligence in healthcare. Harvard University Press.",APA
"Smith, J. A. (2013). The evolution of technology. Springer.",APA
"Johnson, P. R. (2008). Understanding the brain. Harvard University Press.",APA
"Johnson, P. R. (2008). Modern economics. Harvard University Press.",APA
"Brown, L. (2020). The evolution of technology. Cambridge University Press.",APA
"2023. Modern economics. Smith, J.A.. MIT.",notAPA
"L. Brown, ""Modern economics"", MIT Press, 2008.",notAPA
"Taylor, M. K. (2020). Climate change and its effects. Springer.",APA
Brown L. 2020 Modern economics MIT.,notAPA
"2012. Understanding the brain. Smith, J.A.. MIT.",notAPA
"Lee, H. W. (2014). Modern economics. MIT Press.",APA
"Lee, H. W. (2000). Climate change and its effects. Oxford University Press.",APA
"J.A. Smith, ""Modern economics"", Oxford University Press, 2003.",notAPA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2022.",notAPA
Smith J.A. 2002 Modern economics MIT.,notAPA
"Taylor, M. K. (2006). Understanding the brain. Oxford University Press.",APA
"2012. Understanding the brain. Smith, J.A.. MIT.",notAPA
Brown L. 2005 Understanding the brain MIT.,notAPA
"Brown, L. (2011). Artificial intelligence in healthcare. MIT Press.",APA
"Taylor, M. K. (2005). Modern economics. Springer.",APA
Taylor M.K. 2010 Modern economics MIT.,notAPA
"2016. Modern economics. Brown, L.. Oxford Press.",notAPA
"Johnson, P. R. (2009). Climate change and its effects. Cambridge University Press.",APA
Smith J.A. 2008 Modern economics Oxford Press.,notAPA
"2001. Understanding the brain. Brown, L.. Oxford Press.",notAPA
"Johnson, P. R. (2010). The evolution of technology. Cambridge University Press.",APA
Smith J.A. 2012 Modern economics MIT.,notAPA
"Smith, J. A. (2007). Modern economics. Cambridge University Press.",APA
"Johnson, P. R. (2002). Climate change and its effects. Springer.",APA
"Taylor, M. K. (2020). Understanding the brain. Springer.",APA
"2023. Understanding the brain. Smith, J.A.. MIT.",notAPA
"2021. Understanding the brain. Brown, L.. MIT.",notAPA
"J.A. Smith, ""Understanding the brain"", Oxford University Press, 2005.",notAPA
"2009. Understanding the brain. Smith, J.A.. Oxford Press.",notAPA
"Lee, H. W. (2008). Understanding the brain. Springer.",APA
"L. Brown, ""Understanding the brain"", Oxford University Press, 2002.",notAPA
Brown L. 2005 Modern economics MIT.,notAPA
Smith J.A. 2011 Understanding the brain Oxford Press.,notAPA
"Johnson, P. R. (2011). The evolution of technology. Cambridge University Press.",APA
"2019. Modern economics. Brown, L.. MIT.",notAPA
"Taylor, M. K. (2004). Understanding the brain. Oxford University Press.",APA
"M.K. Taylor, ""Modern economics"", Oxford University Press, 2010.",notAPA
"Johnson, P. R. (2000). Understanding the brain. MIT Press.",APA
"Taylor, M. K. (2017). Understanding the brain. Harvard University Press.",APA
"Taylor, M. K. (2003). Artificial intelligence in healthcare. Harvard University Press.",APA
"Johnson, P. R. (2016). Modern economics. Cambridge University Press.",APA
"Smith, J. A. (2022). Modern economics. Oxford University Press.",APA
"2015. Modern economics. Brown, L.. MIT.",notAPA
